home_team,away_team,year,week,total_home_score,total_away_score
CAR,GB,2005,4,32.0,29.0
CIN,HOU,2005,4,16.0,10.0
TEN,IND,2005,4,10.0,31.0
ATL,MIN,2005,4,30.0,10.0
BAL,NYJ,2005,4,13.0,3.0
KC,PHI,2005,4,31.0,37.0
NE,LAC,2005,4,17.0,41.0
WAS,SEA,2005,4,20.0,17.0
ARI,SF,2005,4,31.0,14.0
NYG,LA,2005,4,44.0,24.0
DET,BAL,2005,5,35.0,17.0
ARI,CAR,2005,5,20.0,24.0
CLE,CHI,2005,5,20.0,10.0
JAX,CIN,2005,5,23.0,20.0
SF,IND,2005,5,3.0,28.0
BUF,MIA,2005,5,20.0,14.0
ATL,NE,2005,5,28.0,31.0
GB,NO,2005,5,52.0,3.0
DAL,PHI,2005,5,33.0,10.0
LAC,PIT,2005,5,22.0,24.0
LA,SEA,2005,5,31.0,37.0
NYJ,TB,2005,5,14.0,12.0
HOU,TEN,2005,5,20.0,34.0
DEN,WAS,2005,5,21.0,19.0
NO,ATL,2005,6,31.0,34.0
DET,CAR,2005,6,20.0,21.0
TEN,CIN,2005,6,23.0,31.0
BAL,CLE,2005,6,16.0,3.0
SEA,HOU,2005,6,42.0,10.0
PIT,JAX,2005,6,17.0,23.0
TB,MIA,2005,6,27.0,13.0
CHI,MIN,2005,6,28.0,3.0
DEN,NE,2005,6,28.0,20.0
DAL,NYG,2005,6,16.0,13.0
BUF,NYJ,2005,6,27.0,17.0
LV,LAC,2005,6,14.0,27.0
IND,LA,2005,6,45.0,28.0
KC,WAS,2005,6,28.0,21.0
CHI,BAL,2005,7,10.0,6.0
LV,BUF,2005,7,38.0,17.0
SEA,DAL,2005,7,13.0,10.0
NYG,DEN,2005,7,24.0,23.0
CLE,DET,2005,7,10.0,13.0
MIN,GB,2005,7,23.0,20.0
HOU,IND,2005,7,20.0,38.0
MIA,KC,2005,7,20.0,30.0
LA,NO,2005,7,28.0,17.0
ATL,NYJ,2005,7,27.0,14.0
CIN,PIT,2005,7,13.0,27.0
PHI,LAC,2005,7,20.0,17.0
WAS,SF,2005,7,52.0,17.0
ARI,TEN,2005,7,20.0,10.0
DAL,ARI,2005,8,34.0,13.0
PIT,BAL,2005,8,20.0,19.0
NE,BUF,2005,8,21.0,16.0
DET,CHI,2005,8,13.0,19.0
HOU,CLE,2005,8,19.0,16.0
CIN,GB,2005,8,21.0,14.0
LA,JAX,2005,8,24.0,21.0
LAC,KC,2005,8,28.0,20.0
NO,MIA,2005,8,6.0,21.0
CAR,MIN,2005,8,38.0,13.0
TEN,LV,2005,8,25.0,34.0
DEN,PHI,2005,8,49.0,21.0
SF,TB,2005,8,15.0,10.0
NYG,WAS,2005,8,36.0,0.0
MIA,ATL,2005,9,10.0,17.0
TB,CAR,2005,9,14.0,34.0
NO,CHI,2005,9,17.0,20.0
BAL,CIN,2005,9,9.0,21.0
MIN,DET,2005,9,27.0,14.0
JAX,HOU,2005,9,21.0,14.0
NE,IND,2005,9,21.0,40.0
SF,NYG,2005,9,6.0,24.0
KC,LV,2005,9,27.0,23.0
WAS,PHI,2005,9,17.0,10.0
GB,PIT,2005,9,10.0,20.0
NYJ,LAC,2005,9,26.0,31.0
ARI,SEA,2005,9,19.0,33.0
CLE,TEN,2005,9,20.0,14.0
DET,ARI,2005,10,29.0,21.0
JAX,BAL,2005,10,30.0,3.0
PIT,CLE,2005,10,34.0,21.0
PHI,DAL,2005,10,20.0,21.0
LV,DEN,2005,10,17.0,31.0
ATL,GB,2005,10,25.0,33.0
IND,HOU,2005,10,31.0,17.0
BUF,KC,2005,10,14.0,3.0
NYG,MIN,2005,10,21.0,24.0
MIA,NE,2005,10,16.0,23.0
CAR,NYJ,2005,10,30.0,3.0
CHI,SF,2005,10,17.0,9.0
SEA,LA,2005,10,31.0,16.0
TB,WAS,2005,10,36.0,35.0
LA,ARI,2005,11,28.0,38.0
LAC,BUF,2005,11,48.0,10.0
CHI,CAR,2005,11,13.0,3.0
DAL,DET,2005,11,20.0,7.0
CIN,IND,2005,11,37.0,45.0
TEN,JAX,2005,11,28.0,31.0
HOU,KC,2005,11,17.0,45.0
CLE,MIA,2005,11,22.0,0.0
GB,MIN,2005,11,17.0,20.0
NE,NO,2005,11,24.0,17.0
DEN,NYJ,2005,11,27.0,0.0
WAS,LV,2005,11,13.0,16.0
NYG,PHI,2005,11,27.0,17.0
BAL,PIT,2005,11,16.0,13.0
SF,SEA,2005,11,25.0,27.0
ATL,TB,2005,11,27.0,30.0
DET,ATL,2005,12,7.0,27.0
CIN,BAL,2005,12,42.0,29.0
BUF,CAR,2005,12,9.0,13.0
TB,CHI,2005,12,10.0,13.0
MIN,CLE,2005,12,24.0,12.0
DAL,DEN,2005,12,21.0,24.0
PHI,GB,2005,12,19.0,14.0
ARI,JAX,2005,12,17.0,24.0
LV,MIA,2005,12,21.0,33.0
KC,NE,2005,12,26.0,16.0
NYJ,NO,2005,12,19.0,21.0
SEA,NYG,2005,12,24.0,21.0
IND,PIT,2005,12,26.0,7.0
WAS,LAC,2005,12,17.0,23.0
TEN,SF,2005,12,33.0,22.0
HOU,LA,2005,12,27.0,33.0
SF,ARI,2005,13,10.0,17.0
CAR,ATL,2005,13,24.0,6.0
MIA,BUF,2005,13,24.0,23.0
PIT,CIN,2005,13,31.0,38.0
NYG,DAL,2005,13,17.0,10.0
KC,DEN,2005,13,31.0,27.0
CHI,GB,2005,13,19.0,7.0
BAL,HOU,2005,13,16.0,15.0
CLE,JAX,2005,13,14.0,20.0
DET,MIN,2005,13,16.0,21.0
NE,NYJ,2005,13,16.0,3.0
LAC,LV,2005,13,34.0,10.0
PHI,SEA,2005,13,0.0,42.0
NO,TB,2005,13,3.0,10.0
IND,TEN,2005,13,35.0,3.0
LA,WAS,2005,13,9.0,24.0
DEN,BAL,2005,14,12.0,10.0
PIT,CHI,2005,14,21.0,9.0
CIN,CLE,2005,14,23.0,20.0
GB,DET,2005,14,16.0,13.0
TEN,HOU,2005,14,13.0,10.0
JAX,IND,2005,14,18.0,26.0
DAL,KC,2005,14,31.0,28.0
LAC,MIA,2005,14,21.0,23.0
BUF,NE,2005,14,7.0,35.0
ATL,NO,2005,14,36.0,17.0
PHI,NYG,2005,14,23.0,26.0
NYJ,LV,2005,14,26.0,10.0
SEA,SF,2005,14,41.0,3.0
MIN,LA,2005,14,27.0,13.0
CAR,TB,2005,14,10.0,20.0
ARI,WAS,2005,14,13.0,17.0
HOU,ARI,2005,15,30.0,19.0
CHI,ATL,2005,15,16.0,3.0
NO,CAR,2005,15,10.0,27.0
DET,CIN,2005,15,17.0,41.0
LV,CLE,2005,15,7.0,9.0
WAS,DAL,2005,15,35.0,7.0
BUF,DEN,2005,15,17.0,28.0
BAL,GB,2005,15,48.0,3.0
NYG,KC,2005,15,27.0,17.0
MIA,NYJ,2005,15,24.0,20.0
LA,PHI,2005,15,16.0,17.0
MIN,PIT,2005,15,3.0,18.0
IND,LAC,2005,15,17.0,26.0
TEN,SEA,2005,15,24.0,28.0
JAX,SF,2005,15,10.0,9.0
NE,TB,2005,15,28.0,0.0
TB,ATL,2005,16,27.0,24.0
CIN,BUF,2005,16,27.0,37.0
GB,CHI,2005,16,17.0,24.0
CAR,DAL,2005,16,20.0,24.0
NO,DET,2005,16,12.0,13.0
SEA,IND,2005,16,28.0,13.0
HOU,JAX,2005,16,20.0,38.0
BAL,MIN,2005,16,30.0,23.0
NYJ,NE,2005,16,21.0,31.0
WAS,NYG,2005,16,35.0,20.0
DEN,LV,2005,16,22.0,3.0
ARI,PHI,2005,16,27.0,21.0
CLE,PIT,2005,16,0.0,41.0
KC,LAC,2005,16,20.0,7.0
LA,SF,2005,16,20.0,24.0
MIA,TEN,2005,16,24.0,10.0
IND,ARI,2005,17,17.0,13.0
CLE,BAL,2005,17,20.0,16.0
NYJ,BUF,2005,17,30.0,26.0
ATL,CAR,2005,17,11.0,44.0
MIN,CHI,2005,17,34.0,10.0
KC,CIN,2005,17,37.0,3.0
LAC,DEN,2005,17,7.0,23.0
PIT,DET,2005,17,35.0,21.0
SF,HOU,2005,17,20.0,17.0
NE,MIA,2005,17,26.0,28.0
TB,NO,2005,17,27.0,13.0
LV,NYG,2005,17,21.0,30.0
GB,SEA,2005,17,23.0,17.0
DAL,LA,2005,17,10.0,20.0
JAX,TEN,2005,17,40.0,13.0
PHI,WAS,2005,17,20.0,31.0
NYG,CAR,2005,18,0.0,23.0
NE,JAX,2005,18,28.0,3.0
CIN,PIT,2005,18,17.0,31.0
TB,WAS,2005,18,10.0,17.0
CHI,CAR,2005,19,21.0,29.0
DEN,NE,2005,19,27.0,13.0
IND,PIT,2005,19,18.0,21.0
SEA,WAS,2005,19,20.0,10.0
SEA,CAR,2005,20,34.0,14.0
DEN,PIT,2005,20,17.0,34.0
PIT,SEA,2005,21,21.0,10.0
CAR,ATL,2006,1,6.0,20.0
TB,BAL,2006,1,0.0,27.0
NE,BUF,2006,1,19.0,17.0
GB,CHI,2006,1,0.0,26.0
KC,CIN,2006,1,10.0,23.0
JAX,DAL,2006,1,24.0,17.0
LA,DEN,2006,1,18.0,10.0
NYG,IND,2006,1,21.0,26.0
PIT,MIA,2006,1,28.0,17.0
WAS,MIN,2006,1,16.0,19.0
CLE,NO,2006,1,14.0,19.0
TEN,NYJ,2006,1,16.0,23.0
HOU,PHI,2006,1,10.0,24.0
LV,LAC,2006,1,0.0,27.0
DET,SEA,2006,1,6.0,9.0
ARI,SF,2006,1,34.0,27.0
SEA,ARI,2006,2,21.0,10.0
MIA,BUF,2006,2,6.0,16.0
MIN,CAR,2006,2,16.0,13.0
CIN,CLE,2006,2,34.0,17.0
CHI,DET,2006,2,34.0,7.0
IND,HOU,2006,2,43.0,24.0
DEN,KC,2006,2,9.0,6.0
NYJ,NE,2006,2,17.0,24.0
GB,NO,2006,2,27.0,34.0
PHI,NYG,2006,2,24.0,30.0
BAL,LV,2006,2,28.0,6.0
JAX,PIT,2006,2,9.0,0.0
SF,LA,2006,2,20.0,13.0
ATL,TB,2006,2,14.0,3.0
LAC,TEN,2006,2,40.0,7.0
DAL,WAS,2006,2,27.0,10.0
NO,ATL,2006,3,23.0,3.0
CLE,BAL,2006,3,14.0,15.0
TB,CAR,2006,3,24.0,26.0
MIN,CHI,2006,3,16.0,19.0
PIT,CIN,2006,3,20.0,28.0
NE,DEN,2006,3,7.0,17.0
DET,GB,2006,3,24.0,31.0
IND,JAX,2006,3,21.0,14.0
SEA,NYG,2006,3,42.0,30.0
BUF,NYJ,2006,3,20.0,28.0
SF,PHI,2006,3,24.0,38.0
ARI,LA,2006,3,14.0,16.0
MIA,TEN,2006,3,13.0,10.0
HOU,WAS,2006,3,15.0,31.0
ATL,ARI,2006,4,32.0,10.0
LV,CLE,2006,4,21.0,24.0
TEN,DAL,2006,4,14.0,45.0
LA,DET,2006,4,41.0,34.0
PHI,GB,2006,4,31.0,9.0
NYJ,IND,2006,4,28.0,31.0
WAS,JAX,2006,4,36.0,30.0
HOU,MIA,2006,4,17.0,15.0
BUF,MIN,2006,4,17.0,12.0
CIN,NE,2006,4,13.0,38.0
CAR,NO,2006,4,21.0,18.0
BAL,LAC,2006,4,16.0,13.0
CHI,SEA,2006,4,37.0,6.0
KC,SF,2006,4,41.0,0.0
DEN,BAL,2006,5,13.0,3.0
CHI,BUF,2006,5,40.0,7.0
CAR,CLE,2006,5,20.0,12.0
PHI,DAL,2006,5,38.0,24.0
MIN,DET,2006,5,26.0,17.0
ARI,KC,2006,5,20.0,23.0
NE,MIA,2006,5,20.0,10.0
JAX,NYJ,2006,5,41.0,0.0
SF,LV,2006,5,34.0,20.0
LAC,PIT,2006,5,23.0,13.0
GB,LA,2006,5,20.0,23.0
NO,TB,2006,5,24.0,21.0
IND,TEN,2006,5,14.0,13.0
NYG,WAS,2006,5,19.0,3.0
DET,BUF,2006,6,20.0,17.0
BAL,CAR,2006,6,21.0,23.0
ARI,CHI,2006,6,23.0,24.0
TB,CIN,2006,6,14.0,13.0
DAL,HOU,2006,6,34.0,6.0
PIT,KC,2006,6,45.0,7.0
NYJ,MIA,2006,6,20.0,17.0
ATL,NYG,2006,6,14.0,27.0
DEN,LV,2006,6,13.0,3.0
NO,PHI,2006,6,27.0,24.0
SF,LAC,2006,6,19.0,48.0
LA,SEA,2006,6,28.0,30.0
WAS,TEN,2006,6,22.0,25.0
LV,ARI,2006,7,22.0,9.0
CIN,CAR,2006,7,17.0,14.0
CLE,DEN,2006,7,7.0,17.0
NYJ,DET,2006,7,31.0,24.0
MIA,GB,2006,7,24.0,34.0
HOU,JAX,2006,7,27.0,7.0
SEA,MIN,2006,7,13.0,31.0
BUF,NE,2006,7,6.0,28.0
DAL,NYG,2006,7,22.0,36.0
TB,PHI,2006,7,23.0,21.0
ATL,PIT,2006,7,41.0,38.0
KC,LAC,2006,7,30.0,27.0
IND,WAS,2006,7,36.0,22.0
GB,ARI,2006,8,31.0,14.0
CIN,ATL,2006,8,27.0,29.0
NO,BAL,2006,8,22.0,35.0
CAR,DAL,2006,8,14.0,35.0
TEN,HOU,2006,8,28.0,22.0
DEN,IND,2006,8,31.0,34.0
PHI,JAX,2006,8,6.0,13.0
MIN,NE,2006,8,7.0,31.0
CLE,NYJ,2006,8,20.0,13.0
LV,PIT,2006,8,20.0,13.0
KC,SEA,2006,8,35.0,28.0
CHI,SF,2006,8,41.0,10.0
LAC,LA,2006,8,38.0,24.0
NYG,TB,2006,8,17.0,3.0
DET,ATL,2006,9,30.0,14.0
BAL,CIN,2006,9,26.0,20.0
LAC,CLE,2006,9,32.0,25.0
WAS,DAL,2006,9,22.0,19.0
PIT,DEN,2006,9,20.0,31.0
BUF,GB,2006,9,24.0,10.0
NYG,HOU,2006,9,14.0,10.0
NE,IND,2006,9,20.0,27.0
LA,KC,2006,9,17.0,31.0
CHI,MIA,2006,9,13.0,31.0
SF,MIN,2006,9,9.0,3.0
TB,NO,2006,9,14.0,31.0
SEA,LV,2006,9,16.0,0.0
JAX,TEN,2006,9,37.0,7.0
TEN,BAL,2006,10,26.0,27.0
IND,BUF,2006,10,17.0,16.0
NYG,CHI,2006,10,20.0,38.0
ATL,CLE,2006,10,13.0,17.0
ARI,DAL,2006,10,10.0,27.0
LV,DEN,2006,10,13.0,17.0
MIN,GB,2006,10,17.0,23.0
JAX,HOU,2006,10,10.0,13.0
MIA,KC,2006,10,13.0,10.0
PIT,NO,2006,10,38.0,31.0
NE,NYJ,2006,10,14.0,17.0
CIN,LAC,2006,10,41.0,49.0
DET,SF,2006,10,13.0,19.0
SEA,LA,2006,10,24.0,22.0
CAR,TB,2006,10,24.0,10.0
PHI,WAS,2006,10,27.0,3.0
BAL,ATL,2006,11,24.0,10.0
HOU,BUF,2006,11,21.0,24.0
NYJ,CHI,2006,11,0.0,10.0
NO,CIN,2006,11,16.0,31.0
ARI,DET,2006,11,17.0,10.0
DAL,IND,2006,11,21.0,14.0
MIA,MIN,2006,11,24.0,20.0
GB,NE,2006,11,0.0,35.0
JAX,NYG,2006,11,26.0,10.0
KC,LV,2006,11,17.0,13.0
CLE,PIT,2006,11,20.0,24.0
DEN,LAC,2006,11,27.0,35.0
SF,SEA,2006,11,20.0,14.0
CAR,LA,2006,11,15.0,0.0
PHI,TEN,2006,11,13.0,31.0
TB,WAS,2006,11,20.0,17.0
MIN,ARI,2006,12,31.0,26.0
WAS,CAR,2006,12,17.0,13.0
NE,CHI,2006,12,17.0,13.0
CLE,CIN,2006,12,0.0,30.0
KC,DEN,2006,12,19.0,10.0
SEA,GB,2006,12,34.0,24.0
NYJ,HOU,2006,12,26.0,11.0
BUF,JAX,2006,12,27.0,24.0
DET,MIA,2006,12,10.0,27.0
ATL,NO,2006,12,13.0,31.0
TEN,NYG,2006,12,24.0,21.0
LAC,LV,2006,12,21.0,14.0
IND,PHI,2006,12,45.0,21.0
BAL,PIT,2006,12,27.0,0.0
LA,SF,2006,12,20.0,17.0
DAL,TB,2006,12,38.0,10.0
LA,ARI,2006,13,20.0,34.0
WAS,ATL,2006,13,14.0,24.0
CIN,BAL,2006,13,13.0,7.0
PHI,CAR,2006,13,27.0,24.0
NYG,DAL,2006,13,20.0,23.0
NE,DET,2006,13,28.0,21.0
LV,HOU,2006,13,14.0,23.0
TEN,IND,2006,13,20.0,17.0
MIA,JAX,2006,13,10.0,24.0
CLE,KC,2006,13,31.0,28.0
CHI,MIN,2006,13,23.0,13.0
GB,NYJ,2006,13,10.0,38.0
BUF,LAC,2006,13,21.0,24.0
DEN,SEA,2006,13,20.0,23.0
NO,SF,2006,13,34.0,10.0
PIT,TB,2006,13,20.0,3.0
TB,ATL,2006,14,6.0,17.0
KC,BAL,2006,14,10.0,20.0
NYJ,BUF,2006,14,13.0,31.0
LA,CHI,2006,14,27.0,42.0
PIT,CLE,2006,14,27.0,7.0
LAC,DEN,2006,14,48.0,20.0
SF,GB,2006,14,19.0,30.0
JAX,IND,2006,14,44.0,17.0
DET,MIN,2006,14,20.0,30.0
MIA,NE,2006,14,21.0,0.0
DAL,NO,2006,14,17.0,42.0
CAR,NYG,2006,14,13.0,27.0
CIN,LV,2006,14,27.0,10.0
WAS,PHI,2006,14,19.0,21.0
ARI,SEA,2006,14,27.0,21.0
HOU,TEN,2006,14,20.0,26.0
IND,CIN,2006,15,34.0,16.0
BAL,CLE,2006,15,27.0,17.0
ATL,DAL,2006,15,28.0,38.0
ARI,DEN,2006,15,20.0,37.0
GB,DET,2006,15,17.0,9.0
NE,HOU,2006,15,40.0,7.0
TEN,JAX,2006,15,24.0,17.0
LAC,KC,2006,15,20.0,9.0
BUF,MIA,2006,15,21.0,0.0
MIN,NYJ,2006,15,13.0,26.0
NYG,PHI,2006,15,22.0,36.0
CAR,PIT,2006,15,3.0,37.0
SEA,SF,2006,15,14.0,24.0
LV,LA,2006,15,0.0,20.0
CHI,TB,2006,15,34.0,31.0
NO,WAS,2006,15,10.0,16.0
SF,ARI,2006,16,20.0,26.0
PIT,BAL,2006,16,7.0,31.0
ATL,CAR,2006,16,3.0,10.0
DET,CHI,2006,16,21.0,26.0
DEN,CIN,2006,16,24.0,23.0
HOU,IND,2006,16,27.0,24.0
LV,KC,2006,16,9.0,20.0
GB,MIN,2006,16,9.0,7.0
JAX,NE,2006,16,21.0,24.0
NYG,NO,2006,16,7.0,30.0
MIA,NYJ,2006,16,10.0,13.0
DAL,PHI,2006,16,7.0,23.0
SEA,LAC,2006,16,17.0,20.0
CLE,TB,2006,16,7.0,22.0
BUF,TEN,2006,16,29.0,30.0
LA,WAS,2006,16,37.0,31.0
LAC,ARI,2006,17,27.0,20.0
PHI,ATL,2006,17,24.0,17.0
BAL,BUF,2006,17,19.0,7.0
NO,CAR,2006,17,21.0,31.0
HOU,CLE,2006,17,14.0,6.0
DAL,DET,2006,17,31.0,39.0
CHI,GB,2006,17,7.0,26.0
KC,JAX,2006,17,35.0,30.0
IND,MIA,2006,17,27.0,22.0
TEN,NE,2006,17,23.0,40.0
WAS,NYG,2006,17,28.0,34.0
NYJ,LV,2006,17,23.0,3.0
CIN,PIT,2006,17,17.0,23.0
TB,SEA,2006,17,7.0,23.0
DEN,SF,2006,17,23.0,26.0
MIN,LA,2006,17,21.0,41.0
SEA,DAL,2006,18,21.0,20.0
IND,KC,2006,18,23.0,8.0
PHI,NYG,2006,18,23.0,20.0
NE,NYJ,2006,18,37.0,16.0
BAL,IND,2006,19,6.0,15.0
LAC,NE,2006,19,21.0,24.0
NO,PHI,2006,19,27.0,24.0
CHI,SEA,2006,19,27.0,24.0
IND,NE,2006,20,38.0,34.0
CHI,NO,2006,20,39.0,14.0
CHI,IND,2006,21,17.0,29.0
SF,ARI,2007,1,20.0,17.0
MIN,ATL,2007,1,24.0,3.0
CIN,BAL,2007,1,27.0,20.0
LA,CAR,2007,1,13.0,27.0
LAC,CHI,2007,1,14.0,3.0
BUF,DEN,2007,1,14.0,15.0
LV,DET,2007,1,21.0,36.0
HOU,KC,2007,1,20.0,3.0
WAS,MIA,2007,1,16.0,13.0
NYJ,NE,2007,1,14.0,38.0
IND,NO,2007,1,41.0,10.0
DAL,NYG,2007,1,45.0,35.0
GB,PHI,2007,1,16.0,13.0
CLE,PIT,2007,1,7.0,34.0
SEA,TB,2007,1,20.0,6.0
JAX,TEN,2007,1,10.0,13.0
JAX,ATL,2007,2,13.0,7.0
PIT,BUF,2007,2,26.0,3.0
CLE,CIN,2007,2,51.0,45.0
MIA,DAL,2007,2,20.0,37.0
NYG,GB,2007,2,13.0,35.0
CAR,HOU,2007,2,21.0,34.0
TEN,IND,2007,2,20.0,22.0
CHI,KC,2007,2,20.0,10.0
DET,MIN,2007,2,20.0,17.0
TB,NO,2007,2,31.0,14.0
BAL,NYJ,2007,2,20.0,13.0
DEN,LV,2007,2,23.0,20.0
NE,LAC,2007,2,38.0,14.0
ARI,SEA,2007,2,23.0,20.0
LA,SF,2007,2,16.0,17.0
PHI,WAS,2007,2,12.0,20.0
BAL,ARI,2007,3,26.0,23.0
NE,BUF,2007,3,38.0,7.0
ATL,CAR,2007,3,20.0,27.0
SEA,CIN,2007,3,24.0,21.0
LV,CLE,2007,3,26.0,24.0
CHI,DAL,2007,3,10.0,34.0
PHI,DET,2007,3,56.0,21.0
HOU,IND,2007,3,24.0,30.0
DEN,JAX,2007,3,14.0,23.0
NYJ,MIA,2007,3,31.0,28.0
KC,MIN,2007,3,13.0,10.0
WAS,NYG,2007,3,17.0,24.0
GB,LAC,2007,3,31.0,24.0
PIT,SF,2007,3,37.0,16.0
TB,LA,2007,3,24.0,3.0
NO,TEN,2007,3,14.0,31.0
CLE,BAL,2007,4,27.0,13.0
DET,CHI,2007,4,37.0,27.0
IND,DEN,2007,4,38.0,20.0
MIN,GB,2007,4,16.0,23.0
ATL,HOU,2007,4,26.0,16.0
LAC,KC,2007,4,16.0,30.0
CIN,NE,2007,4,13.0,34.0
BUF,NYJ,2007,4,17.0,14.0
MIA,LV,2007,4,17.0,35.0
NYG,PHI,2007,4,16.0,3.0
ARI,PIT,2007,4,21.0,14.0
SF,SEA,2007,4,3.0,23.0
DAL,LA,2007,4,35.0,7.0
CAR,TB,2007,4,7.0,20.0
LA,ARI,2007,5,31.0,34.0
TEN,ATL,2007,5,20.0,13.0
SF,BAL,2007,5,7.0,9.0
NO,CAR,2007,5,13.0,16.0
GB,CHI,2007,5,20.0,27.0
NE,CLE,2007,5,34.0,17.0
BUF,DAL,2007,5,24.0,25.0
WAS,DET,2007,5,34.0,3.0
KC,JAX,2007,5,7.0,17.0
HOU,MIA,2007,5,22.0,19.0
NYG,NYJ,2007,5,35.0,24.0
DEN,LAC,2007,5,3.0,41.0
PIT,SEA,2007,5,21.0,0.0
IND,TB,2007,5,33.0,14.0
ARI,CAR,2007,6,10.0,25.0
KC,CIN,2007,6,27.0,20.0
JAX,HOU,2007,6,37.0,17.0
CLE,MIA,2007,6,41.0,31.0
CHI,MIN,2007,6,31.0,34.0
DAL,NE,2007,6,27.0,48.0
SEA,NO,2007,6,17.0,28.0
ATL,NYG,2007,6,10.0,31.0
LAC,LV,2007,6,28.0,14.0
NYJ,PHI,2007,6,9.0,16.0
BAL,LA,2007,6,22.0,3.0
TB,TEN,2007,6,13.0,10.0
GB,WAS,2007,6,17.0,14.0
WAS,ARI,2007,7,21.0,19.0
NO,ATL,2007,7,22.0,16.0
BUF,BAL,2007,7,19.0,14.0
PHI,CHI,2007,7,16.0,19.0
JAX,IND,2007,7,7.0,29.0
LV,KC,2007,7,10.0,12.0
DAL,MIN,2007,7,24.0,14.0
MIA,NE,2007,7,28.0,49.0
CIN,NYJ,2007,7,38.0,31.0
DEN,PIT,2007,7,31.0,28.0
NYG,SF,2007,7,33.0,15.0
SEA,LA,2007,7,33.0,6.0
DET,TB,2007,7,23.0,16.0
HOU,TEN,2007,7,36.0,38.0
NYJ,BUF,2007,8,3.0,13.0
LA,CLE,2007,8,20.0,27.0
CHI,DET,2007,8,7.0,16.0
DEN,GB,2007,8,13.0,19.0
LAC,HOU,2007,8,35.0,10.0
CAR,IND,2007,8,7.0,31.0
TB,JAX,2007,8,23.0,24.0
SF,NO,2007,8,10.0,31.0
MIA,NYG,2007,8,10.0,13.0
TEN,LV,2007,8,13.0,9.0
MIN,PHI,2007,8,16.0,23.0
CIN,PIT,2007,8,13.0,24.0
NE,WAS,2007,8,52.0,7.0
TB,ARI,2007,9,17.0,10.0
PIT,BAL,2007,9,38.0,7.0
TEN,CAR,2007,9,20.0,7.0
BUF,CIN,2007,9,33.0,21.0
PHI,DAL,2007,9,17.0,38.0
DET,DEN,2007,9,44.0,7.0
KC,GB,2007,9,22.0,33.0
LV,HOU,2007,9,17.0,24.0
NO,JAX,2007,9,41.0,24.0
IND,NE,2007,9,20.0,24.0
MIN,LAC,2007,9,35.0,17.0
CLE,SEA,2007,9,33.0,30.0
ATL,SF,2007,9,20.0,16.0
NYJ,WAS,2007,9,20.0,23.0
CAR,ATL,2007,10,13.0,20.0
MIA,BUF,2007,10,10.0,13.0
LV,CHI,2007,10,6.0,17.0
BAL,CIN,2007,10,7.0,21.0
PIT,CLE,2007,10,31.0,28.0
NYG,DAL,2007,10,20.0,31.0
KC,DEN,2007,10,11.0,27.0
ARI,DET,2007,10,31.0,21.0
LAC,IND,2007,10,23.0,21.0
TEN,JAX,2007,10,13.0,28.0
GB,MIN,2007,10,34.0,0.0
WAS,PHI,2007,10,25.0,33.0
SEA,SF,2007,10,24.0,0.0
NO,LA,2007,10,29.0,37.0
CIN,ARI,2007,11,27.0,35.0
GB,CAR,2007,11,31.0,17.0
SEA,CHI,2007,11,30.0,23.0
BAL,CLE,2007,11,30.0,33.0
IND,KC,2007,11,13.0,10.0
PHI,MIA,2007,11,17.0,7.0
BUF,NE,2007,11,10.0,56.0
HOU,NO,2007,11,23.0,10.0
DET,NYG,2007,11,10.0,16.0
MIN,LV,2007,11,29.0,22.0
NYJ,PIT,2007,11,19.0,16.0
JAX,LAC,2007,11,24.0,17.0
SF,LA,2007,11,9.0,13.0
ATL,TB,2007,11,7.0,31.0
DEN,TEN,2007,11,34.0,20.0
DAL,WAS,2007,11,28.0,23.0
LAC,BAL,2007,12,32.0,14.0
JAX,BUF,2007,12,36.0,14.0
CHI,DEN,2007,12,37.0,34.0
DET,GB,2007,12,26.0,37.0
CLE,HOU,2007,12,27.0,17.0
ATL,IND,2007,12,13.0,31.0
PIT,MIA,2007,12,3.0,0.0
NYG,MIN,2007,12,17.0,41.0
CAR,NO,2007,12,6.0,31.0
DAL,NYJ,2007,12,34.0,3.0
KC,LV,2007,12,17.0,20.0
NE,PHI,2007,12,31.0,28.0
LA,SEA,2007,12,19.0,24.0
ARI,SF,2007,12,31.0,37.0
CIN,TEN,2007,12,35.0,6.0
TB,WAS,2007,12,19.0,13.0
LA,ATL,2007,13,28.0,16.0
WAS,BUF,2007,13,16.0,17.0
PIT,CIN,2007,13,24.0,10.0
ARI,CLE,2007,13,27.0,21.0
LV,DEN,2007,13,34.0,20.0
MIN,DET,2007,13,42.0,10.0
DAL,GB,2007,13,37.0,27.0
TEN,HOU,2007,13,28.0,20.0
IND,JAX,2007,13,28.0,25.0
BAL,NE,2007,13,24.0,27.0
CHI,NYG,2007,13,16.0,21.0
MIA,NYJ,2007,13,13.0,40.0
KC,LAC,2007,13,10.0,24.0
CAR,SF,2007,13,31.0,14.0
NO,TB,2007,13,23.0,27.0
SEA,ARI,2007,14,42.0,21.0
JAX,CAR,2007,14,37.0,6.0
WAS,CHI,2007,14,24.0,16.0
NYJ,CLE,2007,14,18.0,24.0
DET,DAL,2007,14,27.0,28.0
BAL,IND,2007,14,20.0,44.0
DEN,KC,2007,14,41.0,7.0
BUF,MIA,2007,14,38.0,17.0
