home_team,away_team,year,week,total_home_score,total_away_score,game_date
DAL,NYG,2013,1,36.0,31.0,2013-09-08
IND,LV,2013,1,21.0,17.0,2013-09-08
WAS,PHI,2013,1,27.0,33.0,2013-09-09
CAR,SEA,2013,1,7.0,12.0,2013-09-08
NYJ,TB,2013,1,18.0,17.0,2013-09-08
PIT,TEN,2013,1,9.0,16.0,2013-09-08
BUF,CAR,2013,2,24.0,23.0,2013-09-15
BAL,CLE,2013,2,14.0,6.0,2013-09-15
KC,DAL,2013,2,17.0,16.0,2013-09-15
NYG,DEN,2013,2,23.0,41.0,2013-09-15
ARI,DET,2013,2,25.0,21.0,2013-09-15
LV,JAX,2013,2,19.0,9.0,2013-09-15
IND,MIA,2013,2,20.0,24.0,2013-09-15
CHI,MIN,2013,2,31.0,30.0,2013-09-15
TB,NO,2013,2,14.0,16.0,2013-09-15
NE,NYJ,2013,2,13.0,10.0,2013-09-12
CIN,PIT,2013,2,20.0,10.0,2013-09-16
PHI,LAC,2013,2,30.0,33.0,2013-09-15
SEA,SF,2013,2,29.0,3.0,2013-09-15
ATL,LA,2013,2,31.0,24.0,2013-09-15
HOU,TEN,2013,2,30.0,24.0,2013-09-15
GB,WAS,2013,2,38.0,20.0,2013-09-15
NO,ARI,2013,3,31.0,7.0,2013-09-22
MIA,ATL,2013,3,27.0,23.0,2013-09-22
NYJ,BUF,2013,3,27.0,20.0,2013-09-22
PIT,CHI,2013,3,23.0,40.0,2013-09-22
MIN,CLE,2013,3,27.0,31.0,2013-09-22
WAS,DET,2013,3,20.0,27.0,2013-09-22
CIN,GB,2013,3,34.0,30.0,2013-09-22
BAL,HOU,2013,3,30.0,9.0,2013-09-22
SF,IND,2013,3,7.0,27.0,2013-09-22
SEA,JAX,2013,3,45.0,17.0,2013-09-22
PHI,KC,2013,3,16.0,26.0,2013-09-19
CAR,NYG,2013,3,38.0,0.0,2013-09-22
DEN,LV,2013,3,37.0,21.0,2013-09-23
TEN,LAC,2013,3,20.0,17.0,2013-09-22
DAL,LA,2013,3,31.0,7.0,2013-09-22
NE,TB,2013,3,23.0,3.0,2013-09-22
TB,ARI,2013,4,10.0,13.0,2013-09-29
BUF,BAL,2013,4,23.0,20.0,2013-09-29
DET,CHI,2013,4,40.0,32.0,2013-09-29
CLE,CIN,2013,4,17.0,6.0,2013-09-29
LAC,DAL,2013,4,30.0,21.0,2013-09-29
JAX,IND,2013,4,3.0,37.0,2013-09-29
NO,MIA,2013,4,38.0,17.0,2013-09-30
ATL,NE,2013,4,23.0,30.0,2013-09-29
KC,NYG,2013,4,31.0,7.0,2013-09-29
TEN,NYJ,2013,4,38.0,13.0,2013-09-29
DEN,PHI,2013,4,52.0,20.0,2013-09-29
MIN,PIT,2013,4,34.0,27.0,2013-09-29
HOU,SEA,2013,4,20.0,23.0,2013-09-29
LA,SF,2013,4,11.0,35.0,2013-09-26
LV,WAS,2013,4,14.0,24.0,2013-09-29
MIA,BAL,2013,5,23.0,26.0,2013-10-06
CLE,BUF,2013,5,37.0,24.0,2013-10-03
ARI,CAR,2013,5,22.0,6.0,2013-10-06
DAL,DEN,2013,5,48.0,51.0,2013-10-06
GB,DET,2013,5,22.0,9.0,2013-10-06
SF,HOU,2013,5,34.0,3.0,2013-10-06
LA,JAX,2013,5,34.0,20.0,2013-10-06
TEN,KC,2013,5,17.0,26.0,2013-10-06
CIN,NE,2013,5,13.0,6.0,2013-10-06
CHI,NO,2013,5,18.0,26.0,2013-10-06
ATL,NYJ,2013,5,28.0,30.0,2013-10-07
NYG,PHI,2013,5,21.0,36.0,2013-10-06
LV,LAC,2013,5,27.0,17.0,2013-10-06
IND,SEA,2013,5,34.0,28.0,2013-10-06
SF,ARI,2013,6,32.0,20.0,2013-10-13
MIN,CAR,2013,6,10.0,35.0,2013-10-13
BUF,CIN,2013,6,24.0,27.0,2013-10-13
CLE,DET,2013,6,17.0,31.0,2013-10-13
BAL,GB,2013,6,17.0,19.0,2013-10-13
LAC,IND,2013,6,19.0,9.0,2013-10-14
DEN,JAX,2013,6,35.0,19.0,2013-10-13
NE,NO,2013,6,30.0,27.0,2013-10-13
CHI,NYG,2013,6,27.0,21.0,2013-10-10
KC,LV,2013,6,24.0,7.0,2013-10-13
TB,PHI,2013,6,20.0,31.0,2013-10-13
NYJ,PIT,2013,6,6.0,19.0,2013-10-13
HOU,LA,2013,6,13.0,38.0,2013-10-13
SEA,TEN,2013,6,20.0,13.0,2013-10-13
DAL,WAS,2013,6,31.0,16.0,2013-10-13
PIT,BAL,2013,7,19.0,16.0,2013-10-20
MIA,BUF,2013,7,21.0,23.0,2013-10-20
WAS,CHI,2013,7,45.0,41.0,2013-10-20
DET,CIN,2013,7,24.0,27.0,2013-10-20
GB,CLE,2013,7,31.0,13.0,2013-10-20
PHI,DAL,2013,7,3.0,17.0,2013-10-20
IND,DEN,2013,7,39.0,33.0,2013-10-20
KC,HOU,2013,7,17.0,16.0,2013-10-20
NYG,MIN,2013,7,23.0,7.0,2013-10-21
NYJ,NE,2013,7,30.0,27.0,2013-10-20
JAX,LAC,2013,7,6.0,24.0,2013-10-20
ARI,SEA,2013,7,22.0,34.0,2013-10-17
TEN,SF,2013,7,17.0,31.0,2013-10-20
CAR,LA,2013,7,30.0,15.0,2013-10-20
ATL,TB,2013,7,31.0,23.0,2013-10-20
ARI,ATL,2013,8,27.0,13.0,2013-10-27
NO,BUF,2013,8,35.0,17.0,2013-10-27
TB,CAR,2013,8,13.0,31.0,2013-10-24
KC,CLE,2013,8,23.0,17.0,2013-10-27
DET,DAL,2013,8,31.0,30.0,2013-10-27
MIN,GB,2013,8,31.0,44.0,2013-10-27
NE,MIA,2013,8,27.0,17.0,2013-10-27
PHI,NYG,2013,8,7.0,15.0,2013-10-27
CIN,NYJ,2013,8,49.0,9.0,2013-10-27
LV,PIT,2013,8,21.0,18.0,2013-10-27
LA,SEA,2013,8,9.0,14.0,2013-10-28
JAX,SF,2013,8,10.0,42.0,2013-10-27
DEN,WAS,2013,8,45.0,21.0,2013-10-27
CAR,ATL,2013,9,34.0,10.0,2013-11-03
CLE,BAL,2013,9,24.0,18.0,2013-11-03
GB,CHI,2013,9,20.0,27.0,2013-11-04
MIA,CIN,2013,9,22.0,20.0,2013-10-31
HOU,IND,2013,9,24.0,27.0,2013-11-03
BUF,KC,2013,9,13.0,23.0,2013-11-03
DAL,MIN,2013,9,27.0,23.0,2013-11-03
NYJ,NO,2013,9,26.0,20.0,2013-11-03
LV,PHI,2013,9,20.0,49.0,2013-11-03
NE,PIT,2013,9,55.0,31.0,2013-11-03
WAS,LAC,2013,9,30.0,24.0,2013-11-03
SEA,TB,2013,9,27.0,24.0,2013-11-03
LA,TEN,2013,9,21.0,28.0,2013-11-03
PIT,BUF,2013,10,23.0,10.0,2013-11-10
SF,CAR,2013,10,9.0,10.0,2013-11-10
BAL,CIN,2013,10,20.0,17.0,2013-11-10
NO,DAL,2013,10,49.0,17.0,2013-11-10
LAC,DEN,2013,10,20.0,28.0,2013-11-10
CHI,DET,2013,10,19.0,21.0,2013-11-10
ARI,HOU,2013,10,27.0,24.0,2013-11-10
TEN,JAX,2013,10,27.0,29.0,2013-11-10
TB,MIA,2013,10,22.0,19.0,2013-11-11
NYG,LV,2013,10,24.0,20.0,2013-11-10
GB,PHI,2013,10,13.0,27.0,2013-11-10
ATL,SEA,2013,10,10.0,33.0,2013-11-10
IND,LA,2013,10,8.0,38.0,2013-11-10
MIN,WAS,2013,10,34.0,27.0,2013-11-07
JAX,ARI,2013,11,14.0,27.0,2013-11-17
TB,ATL,2013,11,41.0,28.0,2013-11-17
CHI,BAL,2013,11,23.0,20.0,2013-11-17
CIN,CLE,2013,11,41.0,20.0,2013-11-17
PIT,DET,2013,11,37.0,27.0,2013-11-17
NYG,GB,2013,11,27.0,13.0,2013-11-17
TEN,IND,2013,11,27.0,30.0,2013-11-14
DEN,KC,2013,11,27.0,17.0,2013-11-17
SEA,MIN,2013,11,41.0,20.0,2013-11-17
CAR,NE,2013,11,24.0,20.0,2013-11-18
BUF,NYJ,2013,11,37.0,14.0,2013-11-17
HOU,LV,2013,11,23.0,28.0,2013-11-17
MIA,LAC,2013,11,20.0,16.0,2013-11-17
NO,SF,2013,11,23.0,20.0,2013-11-17
PHI,WAS,2013,11,24.0,16.0,2013-11-17
MIA,CAR,2013,12,16.0,20.0,2013-11-24
LA,CHI,2013,12,42.0,21.0,2013-11-24
NYG,DAL,2013,12,21.0,24.0,2013-11-24
NE,DEN,2013,12,34.0,31.0,2013-11-24
ARI,IND,2013,12,40.0,11.0,2013-11-24
HOU,JAX,2013,12,6.0,13.0,2013-11-24
GB,MIN,2013,12,26.0,26.0,2013-11-24
ATL,NO,2013,12,13.0,17.0,2013-11-21
BAL,NYJ,2013,12,19.0,3.0,2013-11-24
CLE,PIT,2013,12,11.0,27.0,2013-11-24
KC,LAC,2013,12,38.0,41.0,2013-11-24
WAS,SF,2013,12,6.0,27.0,2013-11-25
DET,TB,2013,12,21.0,24.0,2013-11-24
LV,TEN,2013,12,19.0,23.0,2013-11-24
PHI,ARI,2013,13,24.0,21.0,2013-12-01
BUF,ATL,2013,13,31.0,34.0,2013-12-01
MIN,CHI,2013,13,23.0,20.0,2013-12-01
LAC,CIN,2013,13,10.0,17.0,2013-12-01
KC,DEN,2013,13,28.0,35.0,2013-12-01
DET,GB,2013,13,40.0,10.0,2013-11-28
CLE,JAX,2013,13,28.0,32.0,2013-12-01
NYJ,MIA,2013,13,3.0,23.0,2013-12-01
HOU,NE,2013,13,31.0,34.0,2013-12-01
SEA,NO,2013,13,34.0,7.0,2013-12-02
WAS,NYG,2013,13,17.0,24.0,2013-12-01
DAL,LV,2013,13,31.0,24.0,2013-11-28
BAL,PIT,2013,13,22.0,20.0,2013-11-28
SF,LA,2013,13,23.0,13.0,2013-12-01
CAR,TB,2013,13,27.0,6.0,2013-12-01
IND,TEN,2013,13,22.0,14.0,2013-12-01
GB,ATL,2013,14,22.0,21.0,2013-12-08
TB,BUF,2013,14,27.0,6.0,2013-12-08
NO,CAR,2013,14,31.0,13.0,2013-12-08
NE,CLE,2013,14,27.0,26.0,2013-12-08
CHI,DAL,2013,14,45.0,28.0,2013-12-09
PHI,DET,2013,14,34.0,20.0,2013-12-08
JAX,HOU,2013,14,27.0,20.0,2013-12-05
CIN,IND,2013,14,42.0,28.0,2013-12-08
WAS,KC,2013,14,10.0,45.0,2013-12-08
PIT,MIA,2013,14,28.0,34.0,2013-12-08
BAL,MIN,2013,14,29.0,26.0,2013-12-08
LAC,NYG,2013,14,37.0,14.0,2013-12-08
NYJ,LV,2013,14,37.0,27.0,2013-12-08
SF,SEA,2013,14,19.0,17.0,2013-12-08
ARI,LA,2013,14,30.0,10.0,2013-12-08
DEN,TEN,2013,14,51.0,28.0,2013-12-08
TEN,ARI,2013,15,34.0,37.0,2013-12-15
DET,BAL,2013,15,16.0,18.0,2013-12-16
JAX,BUF,2013,15,20.0,27.0,2013-12-15
CLE,CHI,2013,15,31.0,38.0,2013-12-15
PIT,CIN,2013,15,30.0,20.0,2013-12-15
DAL,GB,2013,15,36.0,37.0,2013-12-15
IND,HOU,2013,15,25.0,3.0,2013-12-15
LV,KC,2013,15,31.0,56.0,2013-12-15
MIA,NE,2013,15,24.0,20.0,2013-12-15
LA,NO,2013,15,27.0,16.0,2013-12-15
CAR,NYJ,2013,15,30.0,20.0,2013-12-15
MIN,PHI,2013,15,48.0,30.0,2013-12-15
DEN,LAC,2013,15,20.0,27.0,2013-12-12
NYG,SEA,2013,15,0.0,23.0,2013-12-15
TB,SF,2013,15,14.0,33.0,2013-12-15
ATL,WAS,2013,15,27.0,26.0,2013-12-15
SEA,ARI,2013,16,10.0,17.0,2013-12-22
SF,ATL,2013,16,34.0,24.0,2013-12-23
PHI,CHI,2013,16,54.0,11.0,2013-12-22
NYJ,CLE,2013,16,24.0,13.0,2013-12-22
WAS,DAL,2013,16,23.0,24.0,2013-12-22
HOU,DEN,2013,16,13.0,37.0,2013-12-22
KC,IND,2013,16,7.0,23.0,2013-12-22
BUF,MIA,2013,16,19.0,0.0,2013-12-22
CIN,MIN,2013,16,42.0,14.0,2013-12-22
BAL,NE,2013,16,7.0,41.0,2013-12-22
CAR,NO,2013,16,17.0,13.0,2013-12-22
DET,NYG,2013,16,20.0,23.0,2013-12-22
LAC,LV,2013,16,26.0,13.0,2013-12-22
GB,PIT,2013,16,31.0,38.0,2013-12-22
LA,TB,2013,16,23.0,13.0,2013-12-22
JAX,TEN,2013,16,16.0,20.0,2013-12-22
CIN,BAL,2013,17,34.0,17.0,2013-12-29
NE,BUF,2013,17,34.0,20.0,2013-12-29
ATL,CAR,2013,17,20.0,21.0,2013-12-29
PIT,CLE,2013,17,20.0,7.0,2013-12-29
LV,DEN,2013,17,14.0,34.0,2013-12-29
MIN,DET,2013,17,14.0,13.0,2013-12-29
CHI,GB,2013,17,28.0,33.0,2013-12-29
TEN,HOU,2013,17,16.0,10.0,2013-12-29
IND,JAX,2013,17,30.0,10.0,2013-12-29
LAC,KC,2013,17,27.0,24.0,2013-12-29
MIA,NYJ,2013,17,7.0,20.0,2013-12-29
DAL,PHI,2013,17,22.0,24.0,2013-12-29
ARI,SF,2013,17,20.0,23.0,2013-12-29
SEA,LA,2013,17,27.0,9.0,2013-12-29
NO,TB,2013,17,42.0,17.0,2013-12-29
NYG,WAS,2013,17,20.0,6.0,2013-12-29
HOU,CIN,2013,18,19.0,13.0,2013-01-05
BAL,IND,2013,18,24.0,9.0,2013-01-06
GB,MIN,2013,18,24.0,10.0,2013-01-05
WAS,SEA,2013,18,14.0,24.0,2013-01-06
DEN,BAL,2013,19,35.0,38.0,2013-01-12
SF,GB,2013,19,45.0,31.0,2013-01-12
NE,HOU,2013,19,41.0,28.0,2013-01-13
ATL,SEA,2013,19,30.0,28.0,2013-01-13
NE,BAL,2013,20,13.0,28.0,2013-01-20
ATL,SF,2013,20,24.0,28.0,2013-01-20
SF,BAL,2013,21,31.0,34.0,2013-02-03
CHI,BUF,2014,1,20.0,23.0,2014-09-07
TB,CAR,2014,1,14.0,20.0,2014-09-07
BAL,CIN,2014,1,16.0,23.0,2014-09-07
PIT,CLE,2014,1,30.0,27.0,2014-09-07
SEA,GB,2014,1,36.0,16.0,2014-09-04
DEN,IND,2014,1,31.0,24.0,2014-09-07
PHI,JAX,2014,1,34.0,17.0,2014-09-07
LA,MIN,2014,1,6.0,34.0,2014-09-07
MIA,NE,2014,1,33.0,20.0,2014-09-07
ATL,NO,2014,1,37.0,34.0,2014-09-07
DET,NYG,2014,1,35.0,14.0,2014-09-08
NYJ,LV,2014,1,19.0,14.0,2014-09-07
ARI,LAC,2014,1,18.0,17.0,2014-09-08
DAL,SF,2014,1,17.0,28.0,2014-09-07
KC,TEN,2014,1,10.0,26.0,2014-09-07
HOU,WAS,2014,1,17.0,6.0,2014-09-07
NYG,ARI,2014,2,14.0,25.0,2014-09-14
CIN,ATL,2014,2,24.0,10.0,2014-09-14
SF,CHI,2014,2,20.0,28.0,2014-09-14
TEN,DAL,2014,2,10.0,26.0,2014-09-14
CAR,DET,2014,2,24.0,7.0,2014-09-14
LV,HOU,2014,2,14.0,30.0,2014-09-14
WAS,JAX,2014,2,41.0,10.0,2014-09-14
DEN,KC,2014,2,24.0,17.0,2014-09-14
BUF,MIA,2014,2,29.0,10.0,2014-09-14
MIN,NE,2014,2,7.0,30.0,2014-09-14
CLE,NO,2014,2,26.0,24.0,2014-09-14
GB,NYJ,2014,2,31.0,24.0,2014-09-14
IND,PHI,2014,2,27.0,30.0,2014-09-15
BAL,PIT,2014,2,26.0,6.0,2014-09-11
LAC,SEA,2014,2,30.0,21.0,2014-09-14
TB,LA,2014,2,17.0,19.0,2014-09-14
CLE,BAL,2014,3,21.0,23.0,2014-09-21
NYJ,CHI,2014,3,19.0,27.0,2014-09-22
LA,DAL,2014,3,31.0,34.0,2014-09-21
SEA,DEN,2014,3,26.0,20.0,2014-09-21
DET,GB,2014,3,19.0,7.0,2014-09-21
NYG,HOU,2014,3,30.0,17.0,2014-09-21
JAX,IND,2014,3,17.0,44.0,2014-09-21
MIA,KC,2014,3,15.0,34.0,2014-09-21
NO,MIN,2014,3,20.0,9.0,2014-09-21
CAR,PIT,2014,3,19.0,37.0,2014-09-21
BUF,LAC,2014,3,10.0,22.0,2014-09-21
ARI,SF,2014,3,23.0,14.0,2014-09-21
ATL,TB,2014,3,56.0,14.0,2014-09-18
CIN,TEN,2014,3,33.0,7.0,2014-09-21
PHI,WAS,2014,3,37.0,34.0,2014-09-21
MIN,ATL,2014,4,41.0,28.0,2014-09-28
HOU,BUF,2014,4,23.0,17.0,2014-09-28
BAL,CAR,2014,4,38.0,10.0,2014-09-28
NYJ,DET,2014,4,17.0,24.0,2014-09-28
CHI,GB,2014,4,17.0,38.0,2014-09-28
LAC,JAX,2014,4,33.0,14.0,2014-09-28
LV,MIA,2014,4,14.0,38.0,2014-09-28
KC,NE,2014,4,41.0,14.0,2014-09-29
DAL,NO,2014,4,38.0,17.0,2014-09-28
WAS,NYG,2014,4,14.0,45.0,2014-09-25
SF,PHI,2014,4,26.0,21.0,2014-09-28
PIT,TB,2014,4,24.0,27.0,2014-09-28
IND,TEN,2014,4,41.0,17.0,2014-09-28
DEN,ARI,2014,5,41.0,20.0,2014-10-05
NYG,ATL,2014,5,30.0,20.0,2014-10-05
IND,BAL,2014,5,20.0,13.0,2014-10-05
DET,BUF,2014,5,14.0,17.0,2014-10-05
CAR,CHI,2014,5,31.0,24.0,2014-10-05
NE,CIN,2014,5,43.0,17.0,2014-10-05
TEN,CLE,2014,5,28.0,29.0,2014-10-05
DAL,HOU,2014,5,20.0,17.0,2014-10-05
SF,KC,2014,5,22.0,17.0,2014-10-05
GB,MIN,2014,5,42.0,10.0,2014-10-02
LAC,NYJ,2014,5,31.0,0.0,2014-10-05
JAX,PIT,2014,5,9.0,17.0,2014-10-05
WAS,SEA,2014,5,17.0,27.0,2014-10-06
PHI,LA,2014,5,34.0,28.0,2014-10-05
NO,TB,2014,5,37.0,31.0,2014-10-05
TB,BAL,2014,6,17.0,48.0,2014-10-12
CIN,CAR,2014,6,37.0,37.0,2014-10-12
ATL,CHI,2014,6,13.0,27.0,2014-10-12
SEA,DAL,2014,6,23.0,30.0,2014-10-12
NYJ,DEN,2014,6,17.0,31.0,2014-10-12
MIN,DET,2014,6,3.0,17.0,2014-10-12
MIA,GB,2014,6,24.0,27.0,2014-10-12
HOU,IND,2014,6,28.0,33.0,2014-10-09
TEN,JAX,2014,6,16.0,14.0,2014-10-12
BUF,NE,2014,6,22.0,37.0,2014-10-12
PHI,NYG,2014,6,27.0,0.0,2014-10-12
CLE,PIT,2014,6,31.0,10.0,2014-10-12
LV,LAC,2014,6,28.0,31.0,2014-10-12
LA,SF,2014,6,17.0,31.0,2014-10-13
ARI,WAS,2014,6,30.0,20.0,2014-10-12
LV,ARI,2014,7,13.0,24.0,2014-10-19
BAL,ATL,2014,7,29.0,7.0,2014-10-19
GB,CAR,2014,7,38.0,17.0,2014-10-19
IND,CIN,2014,7,27.0,0.0,2014-10-19
JAX,CLE,2014,7,24.0,6.0,2014-10-19
PIT,HOU,2014,7,30.0,23.0,2014-10-20
LAC,KC,2014,7,20.0,23.0,2014-10-19
CHI,MIA,2014,7,14.0,27.0,2014-10-19
BUF,MIN,2014,7,17.0,16.0,2014-10-19
DET,NO,2014,7,24.0,23.0,2014-10-19
DAL,NYG,2014,7,31.0,21.0,2014-10-19
NE,NYJ,2014,7,27.0,25.0,2014-10-16
LA,SEA,2014,7,28.0,26.0,2014-10-19
DEN,SF,2014,7,42.0,17.0,2014-10-19
WAS,TEN,2014,7,19.0,17.0,2014-10-19
CIN,BAL,2014,8,27.0,24.0,2014-10-26
NYJ,BUF,2014,8,23.0,43.0,2014-10-26
NE,CHI,2014,8,51.0,23.0,2014-10-26
ATL,DET,2014,8,21.0,22.0,2014-10-26
NO,GB,2014,8,44.0,23.0,2014-10-26
TEN,HOU,2014,8,16.0,30.0,2014-10-26
PIT,IND,2014,8,51.0,34.0,2014-10-26
JAX,MIA,2014,8,13.0,27.0,2014-10-26
TB,MIN,2014,8,13.0,19.0,2014-10-26
CLE,LV,2014,8,23.0,13.0,2014-10-26
ARI,PHI,2014,8,24.0,20.0,2014-10-26
DEN,LAC,2014,8,35.0,21.0,2014-10-23
CAR,SEA,2014,8,9.0,13.0,2014-10-26
KC,LA,2014,8,34.0,7.0,2014-10-26
DAL,WAS,2014,8,17.0,20.0,2014-10-27
DAL,ARI,2014,9,17.0,28.0,2014-11-02
PIT,BAL,2014,9,43.0,23.0,2014-11-02
NE,DEN,2014,9,43.0,21.0,2014-11-02
NYG,IND,2014,9,24.0,40.0,2014-11-03
CIN,JAX,2014,9,33.0,23.0,2014-11-02
CAR,NO,2014,9,10.0,28.0,2014-10-30
KC,NYJ,2014,9,24.0,10.0,2014-11-02
SEA,LV,2014,9,30.0,24.0,2014-11-02
HOU,PHI,2014,9,21.0,31.0,2014-11-02
MIA,LAC,2014,9,37.0,0.0,2014-11-02
SF,LA,2014,9,10.0,13.0,2014-11-02
CLE,TB,2014,9,22.0,17.0,2014-11-02
MIN,WAS,2014,9,29.0,26.0,2014-11-02
TB,ATL,2014,10,17.0,27.0,2014-11-09
PHI,CAR,2014,10,45.0,21.0,2014-11-10
GB,CHI,2014,10,55.0,14.0,2014-11-09
CIN,CLE,2014,10,3.0,24.0,2014-11-06
JAX,DAL,2014,10,17.0,31.0,2014-11-09
LV,DEN,2014,10,17.0,41.0,2014-11-09
BUF,KC,2014,10,13.0,17.0,2014-11-09
DET,MIA,2014,10,20.0,16.0,2014-11-09
SEA,NYG,2014,10,38.0,17.0,2014-11-09
NYJ,PIT,2014,10,20.0,13.0,2014-11-09
NO,SF,2014,10,24.0,27.0,2014-11-09
ARI,LA,2014,10,31.0,14.0,2014-11-09
BAL,TEN,2014,10,21.0,7.0,2014-11-09
CAR,ATL,2014,11,17.0,19.0,2014-11-16
MIA,BUF,2014,11,22.0,9.0,2014-11-13
NO,CIN,2014,11,10.0,27.0,2014-11-16
LA,DEN,2014,11,22.0,7.0,2014-11-16
ARI,DET,2014,11,14.0,6.0,2014-11-16
CLE,HOU,2014,11,7.0,23.0,2014-11-16
CHI,MIN,2014,11,21.0,13.0,2014-11-16
IND,NE,2014,11,20.0,42.0,2014-11-16
LAC,LV,2014,11,13.0,6.0,2014-11-16
GB,PHI,2014,11,53.0,20.0,2014-11-16
TEN,PIT,2014,11,24.0,27.0,2014-11-17
KC,SEA,2014,11,24.0,20.0,2014-11-16
NYG,SF,2014,11,10.0,16.0,2014-11-16
WAS,TB,2014,11,7.0,27.0,2014-11-16
SEA,ARI,2014,12,19.0,3.0,2014-11-23
NO,BAL,2014,12,27.0,34.0,2014-11-24
HOU,CIN,2014,12,13.0,22.0,2014-11-23
ATL,CLE,2014,12,24.0,26.0,2014-11-23
NYG,DAL,2014,12,28.0,31.0,2014-11-23
NE,DET,2014,12,34.0,9.0,2014-11-23
MIN,GB,2014,12,21.0,24.0,2014-11-23
IND,JAX,2014,12,23.0,3.0,2014-11-23
LV,KC,2014,12,24.0,20.0,2014-11-20
DEN,MIA,2014,12,39.0,36.0,2014-11-23
BUF,NYJ,2014,12,38.0,3.0,2014-11-23
LAC,LA,2014,12,27.0,24.0,2014-11-23
CHI,TB,2014,12,21.0,13.0,2014-11-23
PHI,TEN,2014,12,43.0,24.0,2014-11-23
SF,WAS,2014,12,17.0,13.0,2014-11-23
ATL,ARI,2014,13,29.0,18.0,2014-11-30
MIN,CAR,2014,13,31.0,13.0,2014-11-30
DET,CHI,2014,13,34.0,17.0,2014-11-27
TB,CIN,2014,13,13.0,14.0,2014-11-30
BUF,CLE,2014,13,26.0,10.0,2014-11-30
KC,DEN,2014,13,16.0,29.0,2014-11-30
NYJ,MIA,2014,13,13.0,16.0,2014-12-01
GB,NE,2014,13,26.0,21.0,2014-11-30
PIT,NO,2014,13,32.0,35.0,2014-11-30
JAX,NYG,2014,13,25.0,24.0,2014-11-30
LA,LV,2014,13,52.0,0.0,2014-11-30
DAL,PHI,2014,13,10.0,33.0,2014-11-27
BAL,LAC,2014,13,33.0,34.0,2014-11-30
SF,SEA,2014,13,3.0,19.0,2014-11-27
HOU,TEN,2014,13,45.0,21.0,2014-11-30
IND,WAS,2014,13,49.0,27.0,2014-11-30
GB,ATL,2014,14,43.0,37.0,2014-12-08
MIA,BAL,2014,14,13.0,28.0,2014-12-07
DEN,BUF,2014,14,24.0,17.0,2014-12-07
NO,CAR,2014,14,10.0,41.0,2014-12-07
CHI,DAL,2014,14,28.0,41.0,2014-12-04
JAX,HOU,2014,14,13.0,27.0,2014-12-07
CLE,IND,2014,14,24.0,25.0,2014-12-07
ARI,KC,2014,14,17.0,14.0,2014-12-07
LAC,NE,2014,14,14.0,23.0,2014-12-07
TEN,NYG,2014,14,7.0,36.0,2014-12-07
MIN,NYJ,2014,14,30.0,24.0,2014-12-07
CIN,PIT,2014,14,21.0,42.0,2014-12-07
PHI,SEA,2014,14,14.0,24.0,2014-12-07
LV,SF,2014,14,24.0,13.0,2014-12-07
WAS,LA,2014,14,0.0,24.0,2014-12-07
DET,TB,2014,14,34.0,17.0,2014-12-07
LA,ARI,2014,15,6.0,12.0,2014-12-11
CLE,CIN,2014,15,0.0,30.0,2014-12-14
PHI,DAL,2014,15,27.0,38.0,2014-12-14
LAC,DEN,2014,15,10.0,22.0,2014-12-14
BUF,GB,2014,15,21.0,13.0,2014-12-14
IND,HOU,2014,15,17.0,10.0,2014-12-14
BAL,JAX,2014,15,20.0,12.0,2014-12-14
DET,MIN,2014,15,16.0,14.0,2014-12-14
CHI,NO,2014,15,15.0,31.0,2014-12-15
TEN,NYJ,2014,15,11.0,16.0,2014-12-14
KC,LV,2014,15,31.0,13.0,2014-12-14
ATL,PIT,2014,15,20.0,27.0,2014-12-14
SEA,SF,2014,15,17.0,7.0,2014-12-14
CAR,TB,2014,15,19.0,17.0,2014-12-14
NYG,WAS,2014,15,24.0,13.0,2014-12-14
NO,ATL,2014,16,14.0,30.0,2014-12-21
HOU,BAL,2014,16,25.0,13.0,2014-12-21
LV,BUF,2014,16,26.0,24.0,2014-12-21
CAR,CLE,2014,16,17.0,13.0,2014-12-21
CIN,DEN,2014,16,37.0,28.0,2014-12-22
CHI,DET,2014,16,14.0,20.0,2014-12-21
TB,GB,2014,16,3.0,20.0,2014-12-21
DAL,IND,2014,16,42.0,7.0,2014-12-21
PIT,KC,2014,16,20.0,12.0,2014-12-21
MIA,MIN,2014,16,37.0,35.0,2014-12-21
NYJ,NE,2014,16,16.0,17.0,2014-12-21
LA,NYG,2014,16,27.0,37.0,2014-12-21
WAS,PHI,2014,16,27.0,24.0,2014-12-20
SF,LAC,2014,16,35.0,38.0,2014-12-20
ARI,SEA,2014,16,6.0,35.0,2014-12-21
JAX,TEN,2014,16,21.0,13.0,2014-12-18
SF,ARI,2014,17,20.0,17.0,2014-12-28
NE,BUF,2014,17,9.0,17.0,2014-12-28
ATL,CAR,2014,17,3.0,34.0,2014-12-28
MIN,CHI,2014,17,13.0,9.0,2014-12-28
PIT,CIN,2014,17,27.0,17.0,2014-12-28
BAL,CLE,2014,17,20.0,10.0,2014-12-28
WAS,DAL,2014,17,17.0,44.0,2014-12-28
GB,DET,2014,17,30.0,20.0,2014-12-28
TEN,IND,2014,17,10.0,27.0,2014-12-28
HOU,JAX,2014,17,23.0,17.0,2014-12-28
TB,NO,2014,17,20.0,23.0,2014-12-28
MIA,NYJ,2014,17,24.0,37.0,2014-12-28
DEN,LV,2014,17,47.0,14.0,2014-12-28
NYG,PHI,2014,17,26.0,34.0,2014-12-28
